,0,1,2
16182,4944295,929370915_5742052604_3208,Control
16183,4945234,544710129_71970866167_812564,Test
16184,4945469,996924530_11234640105_584769,Test
16185,4945619,443245429_93455007487_310081,Test
16186,4946231,139131291_10926501397_752768,Test
16187,4946231,376663830_60653552597_848261,Test
16188,4946270,797607905_46629236816_365748,Control
16189,4946431,577024627_23754612363_729583,Test
16190,4946463,721353556_41199398289_232029,Test
16191,4947503,106897939_29179246579_37375,Test
16192,4947722,689986991_71361158493_903015,Test
16193,4948147,258920096_76349572465_351839,Control
16194,4948147,707263036_5754972727_734751,Control
16195,4950260,754494245_56484357098_909606,Test
16196,4950671,949425481_13487265486_271678,Test
16197,4952273,704084768_23547377881_241763,Control
16198,4952273,951278726_77241554665_142961,Control
16199,4952288,964963187_88487242163_616597,Test
16200,4952290,812209303_94408091930_817895,Test
16201,4952370,460668423_77190398310_384617,Control
16202,4952370,524161091_69297723010_201189,Control
16203,4952370,911565498_29928554974_542591,Control
16204,4952395,402130658_48856337212_373097,Test
16205,4954450,911092343_2518989966_999832,Test
16206,4955037,132600093_61279495970_524101,Test
16207,4955037,622246124_94954674815_997967,Test
16208,4955037,949413319_46787635576_30917,Test
16209,4955045,946666756_8437224226_122266,Control
16210,4955203,117054134_19715760081_525309,Control
16211,4956933,837193963_42712333864_34016,Test
16212,4957548,842329003_61037852645_742292,Test
16213,4957930,360408843_57457827489_570739,Control
16214,4960154,781535039_97975637602_35309,Control
16215,4960207,766253744_20303129157_918484,Test
16216,4960297,273060276_39406266746_311488,Control
16217,4960297,324120364_85553405210_102892,Control
16218,4960297,985778596_60102885217_19519,Control
16219,4960794,499954586_6183770656_94884,Control
16220,4960794,885847430_32691738641_524635,Control
16221,4960936,434043665_18865766771_809884,Control
16222,4962273,635998939_74218111355_97175,Control
16223,4962273,910112418_61801251796_631488,Control
16224,4962987,738499923_75846211547_401668,Control
16225,4963028,460326681_37102031139_904158,Test
16226,4963858,821031714_14663028007_530930,Control
16227,4964075,176448269_90831873283_500219,Test
16228,4964111,236792043_21694253111_949093,Control
16229,4964123,734754805_37699147162_472930,Test
16230,4964637,649770704_44037900233_593288,Control
16231,4965189,811050390_4908707783_505963,Control
16232,4965592,801550795_81889855094_770934,Test
16233,4965891,406610140_87631248830_955474,Control
16234,4966098,387934313_6350978326_426626,Test
16235,4966098,54828675_55829248069_112596,Test
16236,4966213,66610383_5909264080_673565,Control
16237,4966245,692623834_99229772910_199973,Control
16238,4966417,527622582_68602418932_837579,Control
16239,4966417,793794674_53105788862_320204,Control
16240,4966474,708495575_35861639342_940239,Control
16241,4966830,95123969_74488927123_667652,Test
16242,4966830,98043202_31617924432_395610,Test
16243,4966982,848350548_34755042480_918134,Test
16244,4967759,535048459_42435202859_33326,Control
16245,4968273,114468520_1218828179_763803,Test
16246,4968571,956703539_55996727927_346800,Control
16247,4968581,757098376_93724137975_18662,Test
16248,4969148,692930273_97841425328_971872,Test
16249,4969155,114848267_1263000313_210432,Control
16250,4970404,397009674_57351069552_48930,Test
16251,4970481,393160278_36504769673_804939,Test
16252,4970481,634327251_60146000636_726857,Test
16253,4970481,856581456_22449396374_519503,Test
16254,4971329,246391401_30852960369_998963,Test
16255,4971329,483594722_90837515843_936365,Test
16256,4971329,990396322_73733578931_84215,Test
16257,4971428,302886507_3538147951_106981,Control
16258,4971636,918380975_83902871824_853579,Control
16259,4971662,493841518_26990511143_335268,Control
16260,4971695,265353901_21732883441_878982,Control
16261,4971958,814926496_70476646512_395264,Control
16262,4972499,508708047_94136196152_472073,Control
16263,4972503,446462179_3380164103_876495,Control
16264,4972602,245304685_60646584610_75309,Control
16265,4972602,546601814_59530751545_656674,Control
16266,4974008,662576676_86906893336_13918,Control
16267,4974222,39063262_93907805320_404187,Test
16268,4974225,534229868_61599486119_675613,Control
16269,4974509,43348770_76483069464_798145,Control
16270,4974798,711298247_39025357070_566064,Control
16271,4974827,689811934_41691874397_90454,Control
16272,4974882,929204547_29915358931_7851,Control
16273,4975518,856249866_64583890826_846335,Control
16274,4975807,670525737_99077855973_256090,Control
16275,4975883,397166340_81554150760_642256,Control
16276,4976198,250420142_70337658366_858648,Test
16277,4976299,671881932_30460095195_492988,Test
16278,4977487,358371128_60088676933_243546,Control
16279,4977550,86069651_466778006_524986,Control
16280,4977638,60230211_33320459821_601870,Test
16281,4978123,497140626_4011715000_665460,Control
16282,4978123,76519657_2255513884_61523,Control
16283,4978848,617898261_31673373635_923635,Test
16284,4979031,616354587_8298972998_934374,Test
16285,4979805,842028179_33412006857_431517,Control
16286,4979805,986669132_27670448435_689678,Control
16287,4980292,139999275_51813045295_996147,Test
16288,4980697,631326421_55088941458_925218,Control
16289,4980713,830919705_69864275664_867328,Control
16290,4980881,929623611_9271954763_168298,Test
16291,4981191,497906356_97919476715_336452,Control
16292,4981412,630717648_42207832107_427880,Test
16293,4981705,201163307_18983467923_351239,Test
16294,4981705,89863478_69237909460_670953,Test
16295,4982508,133724860_69613273606_256630,Control
16296,4982508,152958693_81355968091_213080,Control
16297,4982508,166768028_41204594932_214847,Control
16298,4982508,171454177_18254523896_701443,Control
16299,4982508,326064504_93116821271_241125,Control
16300,4982508,653454971_37466663904_417027,Control
16301,4982508,737923357_21370060088_995130,Control
16302,4983343,679016932_29407485516_337173,Control
16303,4983924,347711364_73429957445_581387,Test
16304,4983936,753921740_84996413688_400605,Test
16305,4984481,86615382_85616048264_295073,Test
16306,4985317,418650002_51677325210_526756,Test
16307,4985930,306738285_83312538745_559856,Control
16308,4986152,493251320_72919602258_311507,Test
16309,4986152,574968501_38482141177_667876,Test
16310,4986484,153275368_84537459524_333880,Test
16311,4986484,611720729_89198312508_771292,Test
16312,4986675,509115552_77915000681_870742,Test
16313,4986769,935140848_65881836644_944472,Test
16314,4988052,598642672_85137998032_723274,Control
16315,4988214,104776692_31910584761_228392,Test
16316,4988214,312854781_46240330326_139222,Test
16317,4988214,400439260_70911367360_464136,Test
16318,4988214,50428525_20281988095_8020,Test
16319,4988214,550048232_57329900740_600704,Test
16320,4988214,565036840_53970183227_914552,Test
16321,4988242,779594225_29427976806_733168,Test
16322,4988406,156811723_35673300266_863427,Test
16323,4988481,313692677_75768406737_938346,Test
16324,4988650,718071476_14590414414_28806,Test
16325,4988674,750063206_53525057656_58481,Control
16326,4989120,591984338_32994956188_573119,Control
16327,4989657,960793053_59653967731_249173,Control
16328,4989797,451106897_34415325254_383866,Test
16329,4989845,666257826_39772979579_297180,Control
16330,4990111,13661428_56914660007_534626,Test
16331,4990111,716382066_17765134942_632416,Test
16332,4990111,859115259_85041674964_359846,Test
16333,4990901,180952104_14784552593_585312,Test
16334,4991005,289794256_54857363624_321009,Test
16335,4991811,388659293_66907729945_483522,Test
16336,4991965,886385070_10367100284_483793,Test
16337,4992429,876654880_37813088308_664563,Control
16338,4992489,316577504_68536687859_511570,Control
16339,4992489,469898034_25690615813_795875,Control
16340,4993157,785300389_77875685027_17599,Test
16341,4993236,247353734_96286553879_365526,Control
16342,4993368,470543150_57542844879_768756,Control
16343,4993371,694778149_60842085987_67186,Test
16344,4993371,71174270_32460662889_760146,Test
16345,4993496,824410753_74538381152_378178,Control
16346,4993511,856999629_83223011804_93168,Control
16347,4994289,317665464_48005968461_122641,Test
16348,4994460,542473005_38116504956_745775,Test
16349,4994746,497388797_40367268318_169713,Test
16350,4995081,557876428_50391780022_153974,Test
16351,4996294,837150580_88794908485_969819,Test
16352,4996632,7732854_36781685058_466942,Test
16353,4996911,137085385_10328285347_858220,Test
16354,4996959,43638219_36807895851_174039,Control
16355,4998090,192801860_14956355263_314911,Control
16356,4998187,302050078_38455156196_358684,Test
16357,4998418,862612481_57530032357_256421,Control
16358,4999319,865565231_9151216131_628742,Test
16359,4999362,866907054_11121111690_452639,Test
16360,4999406,861929383_79057749304_583906,Control
16361,4999651,400919430_52952588069_26646,Control
16362,4999703,190251616_88554233344_2135,Test
16363,4999703,218506931_34655371719_514669,Test
16364,4999703,340969095_46677705282_880998,Test
16365,4999834,476925154_7180397623_135284,Control
16366,5000366,550712757_16552019596_300820,Test
16367,5000403,81623305_11276356201_604001,Control
16368,5000579,388661077_25385934753_271249,Control
16369,5001148,26420804_88137870373_83088,Test
16370,5001250,503128227_80971756871_219041,Test
16371,5001736,415339055_88744996358_420320,Test
16372,5001736,743179611_49457343569_973598,Test
16373,5001831,120991074_99787549412_513702,Test
16374,5001834,536175261_87795135565_192345,Control
16375,5001947,920641739_12354499161_735183,Test
16376,5002060,879071990_91043984604_229664,Control
16377,5002833,275203890_93987324063_749986,Control
16378,5002894,306810447_71279728656_315786,Test
16379,5002894,475222022_45091755773_104022,Test
16380,5002894,814231857_98319253424_803582,Test
16381,5002894,847237250_75522892802_384646,Test
16382,5002974,316316091_73096966345_153499,Control
16383,5003348,65411755_1244898020_762736,Control
16384,5004277,128221980_15361858634_518576,Test
16385,5004417,355053097_35818424087_461586,Control
16386,5004417,558962447_53623341415_128174,Control
16387,5004417,570914989_17550468105_484801,Control
16388,5004417,973655411_73861762694_38693,Control
16389,5004515,179830775_88143991740_183129,Test
16390,5004515,559512774_86561848026_209437,Test
16391,5004515,639513581_44370459460_298074,Test
16392,5004515,727265360_48001752632_181491,Test
16393,5004515,732423313_85527834583_496007,Test
16394,5004515,822554505_19030337827_548343,Test
16395,5004793,849409295_5266298007_246535,Test
16396,5005860,352565383_32650856805_371522,Test
16397,5005985,17639817_30568044732_216865,Control
16398,5006470,38019176_55767504087_404575,Test
16399,5006470,555434947_56561655007_314534,Test
16400,5006616,75639410_67116382882_211907,Control
16401,5006999,816997353_43920059580_301532,Control
16402,5007194,523576624_52637373621_918682,Control
16403,5007537,371115122_89518618107_195916,Test
16404,5008718,551997351_13225434145_23965,Control
16405,5008750,144208794_71641372796_16440,Test
16406,5008871,257971554_27532336244_964997,Control
16407,5010877,999109616_40777812174_483477,Test
16408,5011535,877271541_82655568036_828195,Control
16409,5011814,248259881_58982213339_218692,Test
16410,5011827,477732051_57311121615_537365,Test
16411,5011864,56704714_45512212462_182628,Control
16412,5011864,95586950_67724113954_532813,Control
16413,5012116,168699642_88257853026_860414,Control
16414,5012891,644443926_83735257412_190278,Test
16415,5013870,423580772_43824246146_80590,Control
16416,5014452,506921317_70761640245_665787,Control
16417,5014989,257936467_48064348054_623218,Test
16418,5015526,165101690_16918939916_335186,Test
16419,5015526,183532732_4421171813_183251,Test
16420,5015526,279825521_76668660382_282795,Test
16421,5015526,426434168_35930735557_981632,Test
16422,5015526,500054289_81365969245_212028,Test
16423,5015526,763008817_98473523630_345625,Test
16424,5015780,592473677_64495894788_347627,Test
16425,5016037,131955457_49015007800_792922,Control
16426,5016037,430227133_24608654542_801813,Control
16427,5016037,539300721_85608815975_131531,Control
16428,5016037,560567300_66381795091_235892,Control
16429,5016208,355447570_36032583511_138187,Control
16430,5016759,404373414_87710947243_913846,Test
16431,5016978,72235113_48687489079_556791,Test
16432,5017082,196603616_2306920631_254087,Test
16433,5017681,5265700_3317066253_440373,Test
16434,5018154,224964078_8708765674_237396,Test
16435,5018608,12240542_18566285438_318332,Control
16436,5018692,345182961_55249719381_914820,Test
16437,5019270,281254757_71404245463_331989,Control
16438,5019409,364674804_98935106427_429696,Test
16439,5019518,45210649_14574029254_142014,Test
16440,5019518,90469613_74788868682_954748,Test
16441,5019568,395780976_20953121648_989176,Test
16442,5019568,47737157_63410052192_307796,Test
16443,5019568,821286433_82507185868_775676,Test
16444,5020123,854388048_93105850549_730383,Test
16445,5020449,398232914_1378844119_407166,Control
16446,5021259,831222368_27332876510_203706,Control
16447,5021662,542640195_45857167210_80865,Test
16448,5021955,536807343_11496992683_545245,Control
16449,5022082,763494124_70570526865_642695,Test
16450,5022977,275004126_49369828069_554008,Test
16451,5023117,992941276_23591768324_516622,Test
16452,5023186,730174221_1050109722_976654,Control
16453,5023798,235816982_21572322480_370364,Control
16454,5023798,955784082_32100951709_137457,Control
16455,5023917,97119653_13777311807_532601,Control
16456,5023925,332016577_15158109345_6188,Test
16457,5025010,464097280_87567527790_17345,Test
16458,5025164,885377661_99922164355_645173,Test
16459,5025928,781225947_54688579555_232973,Test
16460,5025948,562631115_8760446710_770374,Control
16461,5025948,607226491_44042054278_891027,Control
16462,5025952,608943721_1851712043_598020,Test
16463,5026716,364246754_96562648007_481888,Test
16464,5026927,435421390_76930184464_774137,Test
16465,5027502,736310694_19640229832_129187,Test
